x_col_pos,y_row_pos,x_col_vel,y_row_vel,x_col_acc,y_row_acc,space,r,fin,q,t,ep
1,1,0,1,-1,-1,.,-1,False,-1.0,0,-1
1,3,0,-1,0,1,.,-1,False,-1.0,0,-1
1,2,1,1,-1,-1,.,-1,False,-1.0,0,-1
1,3,0,-1,1,0,.,-1,False,-1.0,0,-1
1,1,1,0,-1,0,.,-1,False,-1.0,0,-1
1,1,1,0,1,-1,.,-1,False,-1.0,0,-1
1,3,0,-1,1,-1,.,-1,False,-1.0,0,-1
2,3,-1,0,-1,1,S,-1,False,-1.0,0,-1
1,2,1,-1,-1,1,.,-1,False,-1.0,0,-1
1,1,1,0,1,0,.,-1,False,-1.0,0,-1
1,2,1,-1,-1,0,.,-1,False,-1.0,0,-1
1,1,0,1,-1,0,.,-1,False,-1.0,0,-1
1,2,1,1,-1,1,.,-1,False,-1.0,0,-1
1,1,0,1,1,-1,.,-1,False,-1.0,0,-1
2,3,-1,0,1,1,S,-1,False,-1.0,0,-1
1,3,1,0,0,0,.,-1,False,-1.0,0,-1
1,1,0,1,1,1,.,-1,False,-1.0,0,-1
1,3,1,0,0,1,.,-1,False,-1.0,0,-1
2,3,-1,0,0,0,S,-1,False,-1.0,0,-1
1,2,1,1,0,1,.,-1,False,-1.0,0,-1
1,3,1,0,-1,0,.,-1,False,-1.0,0,-1
1,2,1,1,1,1,.,-1,False,-1.0,0,-1
1,2,1,-1,-1,-1,.,-1,False,-1.0,0,-1
1,1,0,1,0,-1,.,-1,False,-1.0,0,-1
1,3,0,-1,-1,1,.,-1,False,-1.0,0,-1
2,3,-1,0,1,-1,S,-1,False,-1.0,0,-1
1,2,1,-1,0,-1,.,-1,False,-1.0,0,-1
1,3,0,-1,-1,0,.,-1,False,-1.0,0,-1
1,3,1,0,1,0,.,-1,False,-1.0,0,-1
2,3,-1,-1,1,-1,S,-1,False,-1.0,0,-1
1,1,0,1,-1,1,.,-1,False,-1.0,0,-1
1,2,1,-1,0,1,.,-1,False,-1.0,0,-1
2,3,-1,-1,-1,0,S,-1,False,-1.0,0,-1
1,2,1,1,0,0,.,-1,False,-1.0,0,-1
1,1,1,0,1,1,.,-1,False,-1.0,0,-1
1,1,1,0,0,-1,.,-1,False,-1.0,0,-1
2,3,-1,0,0,-1,S,-1,False,-1.0,0,-1
1,1,1,0,-1,1,.,-1,False,-1.0,0,-1
1,3,0,-1,1,1,.,-1,False,-1.0,0,-1
2,3,-1,-1,1,0,S,-1,False,-1.0,0,-1
1,3,0,-1,0,-1,.,-1,False,-1.0,0,-1
2,3,-1,-1,0,0,S,-1,False,-1.0,0,-1
1,3,1,0,0,-1,.,-1,False,-1.0,0,-1
1,2,1,1,-1,0,.,-1,False,-1.0,0,-1
1,3,1,0,-1,1,.,-1,False,-1.0,0,-1
2,3,-1,-1,0,1,S,-1,False,-1.0,0,-1
1,3,1,0,1,-1,.,-1,False,-1.0,0,-1
1,1,0,1,0,0,.,-1,False,-1.0,0,-1
2,3,-1,-1,-1,1,S,-1,False,-1.0,0,-1
1,1,1,0,0,0,.,-1,False,-1.0,0,-1
1,2,1,1,0,-1,.,-1,False,-1.0,0,-1
2,3,-1,0,-1,0,S,-1,False,-1.0,0,-1
1,1,0,1,0,1,.,-1,False,-1.0,0,-1
1,1,1,0,0,1,.,-1,False,-1.0,0,-1
1,2,1,-1,1,-1,.,-1,False,-1.0,0,-1
1,3,0,-1,0,0,.,-1,False,-1.0,0,-1
1,1,0,1,1,0,.,-1,False,-1.0,0,-1
2,3,-1,0,-1,-1,S,-1,False,-1.0,0,-1
1,2,1,-1,1,0,.,-1,False,-1.0,0,-1
1,2,1,1,1,-1,.,-1,False,-1.0,0,-1
1,3,1,0,1,1,.,-1,False,-1.0,0,-1
2,3,-1,-1,0,-1,S,-1,False,-1.0,0,-1
1,2,1,-1,1,1,.,-1,False,-1.0,0,-1
1,2,1,1,1,0,.,-1,False,-1.0,0,-1
1,1,0,0,0,0,.,-1,False,-1.0652480696684046,146,398
1,1,1,-1,-1,1,.,-1,False,-1.082555856199627,128,403
1,1,0,-1,0,1,.,-1,False,-1.0913594570743346,221,401
1,1,0,0,0,-1,.,-1,False,-1.153236940089928,141,390
1,1,0,0,1,1,.,-1,False,-1.1902626954560906,134,401
1,1,1,1,-1,-1,.,-1,False,-1.193784513230325,29,373
1,1,0,0,1,-1,.,-1,False,-1.199426521697514,139,403
1,2,0,-1,0,0,.,-1,False,-1.1995127160208026,24,382
1,3,1,-1,-1,0,.,-1,False,-1.2037942183382064,18,367
1,3,-1,-1,1,-1,.,-1,False,-1.2102645071475076,139,404
1,2,0,-1,0,-1,.,-1,False,-1.2155943999958658,38,359
1,1,1,-1,-1,0,.,-1,False,-1.22937240508204,159,404
1,1,1,-1,0,0,.,-1,False,-1.2318948129359912,149,404
1,1,0,-1,1,-1,.,-1,False,-1.232373070338534,226,401
1,1,-1,1,1,-1,.,-1,False,-1.232933891100314,79,393
1,1,1,-1,1,-1,.,-1,False,-1.233690757045581,135,401
1,1,1,-1,0,-1,.,-1,False,-1.234871926439288,146,401
1,3,-1,0,1,-1,.,-1,False,-1.24116916593564,239,404
1,1,1,-1,1,0,.,-1,False,-1.2413550935972313,126,404
1,1,0,-1,0,0,.,-1,False,-1.246648068403102,193,404
1,1,1,-1,-1,-1,.,-1,False,-1.2505626566044348,127,404
1,1,0,-1,1,0,.,-1,False,-1.2532534329785856,232,404
1,1,0,-1,0,-1,.,-1,False,-1.2554746976725948,224,404
1,2,1,0,-1,-1,.,-1,False,-1.261171659708838,10,278
1,2,0,0,0,-1,.,-1,False,-1.2729647300743312,46,400
1,1,1,1,0,0,.,-1,False,-1.2829764960124526,32,390
1,1,1,1,1,1,.,-1,False,-1.2895378947398735,26,390
1,1,1,1,0,1,.,-1,False,-1.297632397917213,35,378
1,1,-1,-1,1,1,.,-1,False,-1.305876203665537,225,404
1,1,1,1,1,0,.,-1,False,-1.3121964140005706,29,393
1,2,1,0,0,0,.,-1,False,-1.3299428668886772,13,353
1,2,0,-1,1,1,.,-1,False,-1.3373563046687318,50,404
1,3,0,0,0,-1,.,-1,False,-1.3438049509499022,92,401
1,1,-1,0,1,0,.,-1,False,-1.3598390610684727,180,404
1,1,-1,0,1,-1,.,-1,False,-1.3693063317632372,145,400
1,1,-1,-1,1,0,.,-1,False,-1.3728763556917245,217,404
1,2,1,0,1,0,.,-1,False,-1.3820361865114823,13,363
1,3,1,-1,-1,-1,.,-1,False,-1.3892459064921223,10,362
1,2,1,0,-1,0,.,-1,False,-1.401266450707771,15,375
1,2,0,0,1,0,.,-1,False,-1.4194907627736082,36,401
1,2,0,-1,0,1,.,-1,False,-1.4381468842185587,48,401
1,2,-1,0,1,-1,.,-1,False,-1.4497396867292793,123,401
1,2,-1,-1,1,-1,.,-1,False,-1.494772464187,216,404
1,3,-1,-1,1,0,.,-1,False,-1.497945038607773,107,401
1,1,-1,-1,1,-1,.,-1,False,-1.5345306780673336,223,401
1,2,-1,-1,1,0,.,-1,False,-1.5426911489700963,253,404
1,2,0,0,0,0,.,-1,False,-1.56058195619178,41,404
1,2,-1,-1,1,1,.,-1,False,-1.5773439575027857,312,404
1,2,-1,0,1,0,.,-1,False,-1.643525050300478,134,404
1,2,0,1,1,-1,.,-1,False,-1.7062836750344963,35,382
1,2,-1,1,1,-1,.,-1,False,-1.72851413880374,66,404
1,1,0,0,-1,-1,.,-1,False,-1.7360920170762955,211,404
1,3,1,-1,1,0,.,-1,False,-1.8544165349423416,15,401
1,2,0,-1,-1,-1,.,-1,False,-1.886642087855782,85,403
1,2,0,1,0,-1,.,-1,False,-1.8874211030208827,40,401
1,2,0,0,-1,0,.,-1,False,-1.903482681582855,62,404
1,1,0,-1,-1,0,.,-1,False,-1.915174605978463,372,401
1,3,1,-1,0,-1,.,-1,False,-1.9508155882263964,20,401
1,3,1,-1,1,-1,.,-1,False,-1.957262364009969,20,401
1,3,1,-1,0,0,.,-1,False,-1.9700121793774656,22,399
1,2,0,-1,-1,1,.,-1,False,-1.9844101302453712,98,404
1,1,0,0,-1,1,.,-1,False,-1.9920448683846903,217,403
1,1,0,-1,-1,-1,.,-1,False,-2.022270869480835,335,404
1,1,0,-1,-1,1,.,-1,False,-2.0239133263495868,388,401
1,1,1,1,-1,0,.,-1,False,-2.0336715817261015,29,378
1,2,0,0,-1,-1,.,-1,False,-2.0622478094936745,66,404
1,1,0,0,-1,0,.,-1,False,-2.0629632743775916,215,404
1,1,-1,0,-1,-1,.,-1,False,-2.080738305135553,282,401
1,3,-1,-1,-1,0,.,-1,False,-2.0825115497677165,263,401
1,3,-1,-1,-1,-1,.,-1,False,-2.0829154596974613,253,404
1,3,-1,-1,0,-1,.,-1,False,-2.0834418341691783,245,401
1,3,-1,-1,0,0,.,-1,False,-2.0887439675214847,203,404
1,3,0,0,-1,-1,.,-1,False,-2.089469997490482,183,404
1,3,-1,0,-1,-1,.,-1,False,-2.0951236025280298,434,404
1,1,-1,-1,-1,0,.,-1,False,-2.099190688209511,411,404
1,3,0,0,1,-1,.,-1,False,-2.101015496226265,153,401
1,3,-1,0,0,-1,.,-1,False,-2.1017823423548787,434,404
1,1,-1,0,-1,1,.,-1,False,-2.1263461571063025,271,404
1,3,-1,-1,-1,1,.,-1,False,-2.127188097812585,259,404
1,1,0,0,0,1,.,-1,False,-2.1308055358143188,209,402
1,1,-1,-1,-1,-1,.,-1,False,-2.1318776460534594,345,404
1,1,-1,-1,0,0,.,-1,False,-2.1331835202494327,373,404
1,1,-1,1,0,1,.,-1,False,-2.134053586102075,173,404
1,1,-1,-1,0,-1,.,-1,False,-2.135300717416652,383,404
1,3,-1,-1,0,1,.,-1,False,-2.136351063402882,257,404
1,1,-1,1,-1,0,.,-1,False,-2.136745891891908,212,404
1,3,-1,0,-1,0,.,-1,False,-2.139160389194621,498,404
1,1,-1,0,0,1,.,-1,False,-2.1418785114575978,268,401
1,3,-1,0,0,0,.,-1,False,-2.1431527275906905,472,403
1,1,-1,1,-1,1,.,-1,False,-2.1482084713120724,202,404
1,1,-1,0,0,-1,.,-1,False,-2.154717309121146,248,404
1,3,1,-1,-1,1,.,-1,False,-2.1565783534048633,26,401
1,1,-1,1,-1,-1,.,-1,False,-2.157576778934785,157,404
1,1,-1,1,0,-1,.,-1,False,-2.1627729882124545,170,404
1,3,0,0,-1,0,.,-1,False,-2.164318426884494,192,401
1,1,-1,1,0,0,.,-1,False,-2.1749422088455046,188,404
1,2,0,-1,-1,0,.,-1,False,-2.178318683972237,97,404
1,1,1,1,-1,1,.,-1,False,-2.1949483080904684,32,401
1,3,-1,-1,1,1,.,-1,False,-2.1981121450772165,289,404
1,3,-1,0,1,0,.,-1,False,-2.200771330223418,480,404
1,1,-1,0,-1,0,.,-1,False,-2.2093205921686656,253,404
1,1,-1,-1,-1,1,.,-1,False,-2.209665158267342,393,404
1,1,-1,-1,0,1,.,-1,False,-2.2119247532180872,379,404
1,3,0,0,0,0,.,-1,False,-2.213902740781329,176,401
1,1,-1,0,0,0,.,-1,False,-2.214622895148546,265,404
1,3,1,1,-1,-1,.,-1,False,-2.2346220357105104,179,404
1,2,-1,0,0,-1,.,-1,False,-2.235416132365533,173,401
1,2,-1,0,-1,0,.,-1,False,-2.257932574540371,165,401
2,3,0,-1,-1,1,S,-1,False,-2.2592929635659362,403,404
1,2,-1,0,-1,-1,.,-1,False,-2.259418888047747,197,404
1,2,-1,-1,0,0,.,-1,False,-2.265256574116028,492,401
1,2,-1,-1,0,-1,.,-1,False,-2.2694207697369833,501,404
1,2,-1,0,0,0,.,-1,False,-2.270541077901545,179,404
1,2,-1,-1,-1,-1,.,-1,False,-2.2848857024555866,466,404
2,3,-1,1,0,-1,S,-1,False,-2.286074879021028,370,404
1,2,-1,-1,-1,0,.,-1,False,-2.28661074349858,470,404
1,3,-1,1,0,-1,.,-1,False,-2.2989675805232865,528,404
1,2,-1,-1,-1,1,.,-1,False,-2.300584065215742,512,404
1,2,-1,1,0,-1,.,-1,False,-2.302573105355354,112,401
1,2,-1,-1,0,1,.,-1,False,-2.3056869076579676,516,404
1,2,0,0,-1,1,.,-1,False,-2.3362895435830424,91,404
2,3,0,1,-1,-1,S,-1,False,-2.339129028440927,528,404
1,3,-1,1,1,-1,.,-1,False,-2.3495220296106556,515,404
1,3,-1,1,-1,-1,.,-1,False,-2.350200203794507,576,404
1,2,-1,1,-1,-1,.,-1,False,-2.3581915314435884,92,404
2,3,-1,1,-1,-1,S,-1,False,-2.367331085515732,347,404
1,1,-1,1,1,0,.,-1,False,-2.4041212337650957,181,403
1,3,0,1,0,-1,.,-1,False,-2.404280265020611,465,404
2,3,0,0,-1,0,S,-1,False,-2.406632719663587,422,404
1,2,-1,0,-1,1,.,-1,False,-2.411669339388337,228,404
2,3,0,-1,-1,0,S,-1,False,-2.411687077234496,398,404
1,1,-1,1,1,1,.,-1,False,-2.42082511993461,204,404
1,2,-1,0,0,1,.,-1,False,-2.4342866648136594,205,404
2,3,0,-1,-1,-1,S,-1,False,-2.451728472960207,372,404
1,3,0,1,-1,-1,.,-1,False,-2.463137622612069,444,404
1,1,-1,0,1,1,.,-1,False,-2.4650895450545005,312,404
2,3,0,0,-1,-1,S,-1,False,-2.477829071000074,413,404
1,2,-1,1,-1,0,.,-1,False,-2.4828851574059017,115,401
1,2,-1,1,-1,1,.,-1,False,-2.483797561114652,116,401
1,2,-1,1,0,1,.,-1,False,-2.487177588752617,131,401
1,2,-1,1,0,0,.,-1,False,-2.4902665920504155,124,400
1,2,0,1,-1,-1,.,-1,False,-2.50805004711699,80,401
1,2,0,1,-1,0,.,-1,False,-2.5618302751812236,54,401
1,2,0,1,-1,1,.,-1,False,-2.6579710507974363,63,401
1,2,1,0,-1,1,.,-1,False,-2.731936399336117,16,401
1,3,0,0,0,1,.,-1,False,-2.795368774025115,294,401
1,3,0,0,-1,1,.,-1,False,-2.833924969778674,320,404
1,3,-1,0,1,1,.,-1,False,-2.891885471194687,915,404
1,2,-1,0,1,1,.,-1,False,-2.895555125773167,379,404
1,2,0,0,0,1,.,-1,False,-2.895826326899348,119,404
1,3,0,0,1,1,.,-1,False,-2.903026997677147,290,404
1,3,-1,0,0,1,.,-1,False,-2.903575869898518,921,404
1,3,-1,0,-1,1,.,-1,False,-2.9175171326443685,864,404
1,2,-1,1,1,1,.,-1,False,-3.008174618308513,196,404
1,3,-1,1,0,1,.,-1,False,-3.0126520085737596,1002,404
1,3,-1,1,-1,0,.,-1,False,-3.0169216562323746,978,404
1,3,0,1,1,1,.,-1,False,-3.020386099289395,792,404
1,3,1,1,0,1,.,-1,False,-3.0204834785763306,338,404
1,3,1,1,1,0,.,-1,False,-3.0208406620186485,366,404
1,3,1,1,1,1,.,-1,False,-3.0220371224256146,347,404
1,3,1,1,0,0,.,-1,False,-3.023802086650258,325,404
1,3,-1,1,0,0,.,-1,False,-3.0299490040227215,949,404
1,3,0,1,-1,1,.,-1,False,-3.031922551390687,775,404
1,3,0,1,-1,0,.,-1,False,-3.0331348741269504,776,404
2,3,0,1,0,0,S,-1,False,-3.0333036710680488,986,404
1,3,-1,1,-1,1,.,-1,False,-3.0398714841264525,961,404
1,3,0,1,1,0,.,-1,False,-3.040273421985077,816,404
2,3,0,1,0,1,S,-1,False,-3.041963423289636,897,404
2,3,0,-1,0,0,S,-1,False,-3.0420441429490466,691,404
2,3,-1,1,1,0,S,-1,False,-3.0435495804949624,652,404
2,3,-1,1,1,1,S,-1,False,-3.045773635040129,668,404
2,3,0,0,0,1,S,-1,False,-3.0486437179161188,882,404
2,3,-1,1,-1,1,S,-1,False,-3.0552557564434086,625,404
2,3,0,1,-1,1,S,-1,False,-3.056171312528848,920,404
2,3,-1,1,0,1,S,-1,False,-3.0568735970492913,676,404
2,3,0,1,-1,0,S,-1,False,-3.0582034228296977,953,404
2,3,0,-1,0,-1,S,-1,False,-3.0603295795008205,715,404
2,3,0,0,-1,1,S,-1,False,-3.0639641632997483,808,404
1,2,-1,1,1,0,.,-1,False,-3.0659425954131168,185,404
2,3,-1,1,-1,0,S,-1,False,-3.067689113090539,670,404
2,3,-1,1,0,0,S,-1,False,-3.0703882991141214,675,404
1,3,1,1,-1,1,.,-1,False,-3.0711549468068906,344,404
2,3,0,0,0,-1,S,-1,False,-3.073345706674362,797,404
2,3,0,-1,0,1,S,-1,False,-3.0866701412855297,754,404
1,3,-1,1,1,1,.,-1,False,-3.091887954069003,1006,404
1,2,0,1,0,1,.,-1,False,-3.0930967366896347,98,404
2,3,1,0,-1,-1,S,-1,False,-3.1021783379579233,1801,404
1,3,1,1,-1,0,.,-1,False,-3.102320348443977,351,404
2,3,0,1,0,-1,S,-1,False,-3.1029881990803223,896,404
2,3,-1,1,1,-1,S,-1,False,-3.1032204426683463,657,404
1,3,-1,1,1,0,.,-1,False,-3.103409814594903,986,404
1,3,0,1,0,1,.,-1,False,-3.1075198367383057,790,404
1,3,0,1,0,0,.,-1,False,-3.112328414055072,746,404
1,2,0,1,0,0,.,-1,False,-3.1194221160318483,114,404
2,3,0,0,0,0,S,-1,False,-3.1220948310872214,825,404
2,3,1,1,-1,1,S,-1,False,-3.1408317664725605,1860,404
2,3,1,0,-1,0,S,-1,False,-3.180709134836307,1846,404
2,3,1,0,-1,1,S,-1,False,-3.184564834867273,2022,404
2,3,1,1,-1,-1,S,-1,False,-3.190024681439789,1757,404
1,2,1,0,1,1,.,-1,False,-3.2053828082660845,22,401
1,3,1,-1,0,1,.,-1,False,-3.223254768952385,51,401
2,3,1,-1,-1,1,S,-1,False,-3.2271920019137736,1627,404
2,3,1,-1,-1,0,S,-1,False,-3.2274011072595896,1490,404
1,3,1,-1,1,1,.,-1,False,-3.242631347276968,52,401
2,3,1,-1,-1,-1,S,-1,False,-3.2583713406863657,1454,404
2,3,1,1,-1,0,S,-1,False,-3.262009577005491,1848,404
1,2,0,0,1,1,.,-1,False,-3.3572259557115087,169,401
1,3,0,0,1,0,.,-1,False,-3.382179687171075,480,404
2,3,0,0,1,1,S,-1,False,-3.5467112939294085,1450,404
2,3,0,1,1,1,S,-1,False,-3.560674311650599,1563,404
2,3,0,1,1,0,S,-1,False,-3.5659532806397345,1587,404
2,3,0,-1,1,-1,S,-1,False,-3.579813176236071,1254,404
1,2,0,1,1,1,.,-1,False,-3.586211670837306,122,401
1,2,1,0,0,1,.,-1,False,-3.6188945325543473,26,404
1,3,1,1,1,-1,.,-1,False,-3.625556434752305,543,404
1,3,1,1,0,-1,.,-1,False,-3.6394632850879214,476,404
2,3,0,1,1,-1,S,-1,False,-3.6567572388874185,1559,404
1,2,0,1,1,0,.,-1,False,-3.675074925013144,138,403
2,3,0,-1,1,0,S,-1,False,-3.703059931271563,1205,404
2,3,0,-1,1,1,S,-1,False,-3.707854739406109,1273,404
2,3,0,0,1,0,S,-1,False,-3.720930285718312,1435,404
2,3,0,0,1,-1,S,-1,False,-3.734489560455355,1354,404
1,3,0,1,1,-1,.,-1,False,-3.7425269289543888,1189,404
2,3,1,1,0,1,S,-1,False,-3.7850233559049618,3193,404
2,3,1,1,1,0,S,-1,False,-3.7854174251165276,3298,404
2,3,1,0,1,1,S,-1,False,-3.7902977676429357,3313,404
2,3,1,1,0,0,S,-1,False,-3.7928977277014377,3171,404
2,3,1,0,0,1,S,-1,False,-3.795987522275291,3372,404
2,3,1,1,1,1,S,-1,False,-3.8026068480464685,3157,404
2,3,1,1,0,-1,S,-1,False,-3.8116915127627924,3050,404
2,3,1,1,1,-1,S,-1,False,-3.813943115600864,3106,404
2,3,1,0,1,0,S,-1,False,-3.8162876398299574,3287,404
2,3,1,0,0,0,S,-1,False,-3.8187794543967324,3372,404
2,3,1,-1,1,1,S,-1,False,-3.821174227952919,2903,404
2,3,1,-1,0,1,S,-1,False,-3.821262658219633,2836,404
2,3,1,-1,1,0,S,-1,False,-3.8387482248382745,2862,404
2,3,1,0,1,-1,S,-1,False,-3.838870565231844,3205,404
2,3,1,-1,1,-1,S,-1,False,-3.8420328326155575,2768,404
2,3,1,0,0,-1,S,-1,False,-3.8496185942476098,3277,404
2,3,1,-1,0,0,S,-1,False,-3.851732848467263,2769,404
2,3,1,-1,0,-1,S,-1,False,-3.853340101570352,2800,404
