problem_class,dataset_name,fold,best_eta,best_eta_iter,ce_te,acc_te
classification,car,1,0.001,499,259.3517112973032,0.8304597701149425
classification,car,2,0.001,499,258.9670573155189,0.8313953488372093
classification,car,3,0.001,499,285.33662549159226,0.811046511627907
classification,car,4,0.001,499,255.73366048413467,0.8284883720930233
classification,car,5,0.001,499,259.5255357202443,0.8333333333333334
