fold,run,eta,h1,h2,mse_te
3,48,0.0001,8.0,6.0,5.915211790041552
4,0,0.0001,8.0,6.0,23.610176005544442
4,1,0.0001,8.0,6.0,17.66648125533095
4,2,0.0001,8.0,6.0,39.41377173106743
4,3,0.0001,8.0,6.0,15.089986314215716
4,4,0.0001,8.0,6.0,10.931462984818959
4,5,0.0001,8.0,6.0,10.794981819267305
4,6,0.0001,8.0,6.0,10.437923295258967
4,7,0.0001,8.0,6.0,10.133140814975825
4,8,0.0001,8.0,6.0,9.79737023008587
4,9,0.0001,8.0,6.0,9.487228023179068
4,10,0.0001,8.0,6.0,9.189249908075276
4,11,0.0001,8.0,6.0,8.915416287321813
4,12,0.0001,8.0,6.0,8.66533036140081
4,13,0.0001,8.0,6.0,8.443878606076147
4,14,0.0001,8.0,6.0,8.251341818337627
4,15,0.0001,8.0,6.0,8.088000789945049
4,16,0.0001,8.0,6.0,7.951517944420851
4,17,0.0001,8.0,6.0,7.839119007288007
4,18,0.0001,8.0,6.0,7.747042793623142
4,19,0.0001,8.0,6.0,7.6717695898394105
4,20,0.0001,8.0,6.0,7.609823136547054
4,21,0.0001,8.0,6.0,7.558331984674445
4,22,0.0001,8.0,6.0,7.514804019751798
4,23,0.0001,8.0,6.0,7.477321704734083
4,24,0.0001,8.0,6.0,7.444320957373329
4,25,0.0001,8.0,6.0,7.41464311859295
4,26,0.0001,8.0,6.0,7.387366214040582
4,27,0.0001,8.0,6.0,7.36181683463817
4,28,0.0001,8.0,6.0,7.3374581153299
4,29,0.0001,8.0,6.0,7.313895173214675
4,30,0.0001,8.0,6.0,7.290805149365034
4,31,0.0001,8.0,6.0,7.26794343232424
4,32,0.0001,8.0,6.0,7.245100322918592
4,33,0.0001,8.0,6.0,7.22210815626025
4,34,0.0001,8.0,6.0,7.198813583423418
4,35,0.0001,8.0,6.0,7.175084726650795
4,36,0.0001,8.0,6.0,7.150792254927273
4,37,0.0001,8.0,6.0,7.125816067375274
4,38,0.0001,8.0,6.0,7.100031132458054
4,39,0.0001,8.0,6.0,7.073313617661881
4,40,0.0001,8.0,6.0,7.045529097082066
4,41,0.0001,8.0,6.0,7.016538380265252
4,42,0.0001,8.0,6.0,6.986186619938158
4,43,0.0001,8.0,6.0,6.95430951356465
4,44,0.0001,8.0,6.0,6.920722462715492
4,45,0.0001,8.0,6.0,6.885228689318704
4,46,0.0001,8.0,6.0,6.847608264830596
4,47,0.0001,8.0,6.0,6.807631632859579
4,48,0.0001,8.0,6.0,6.765049209620158
5,0,0.0001,8.0,6.0,20.247253438204968
5,1,0.0001,8.0,6.0,17.88947739669146
5,2,0.0001,8.0,6.0,34.879702671210886
5,3,0.0001,8.0,6.0,12.374375870336713
5,4,0.0001,8.0,6.0,9.342978782226382
5,5,0.0001,8.0,6.0,9.061256865973002
5,6,0.0001,8.0,6.0,8.808519815699773
5,7,0.0001,8.0,6.0,8.508107399767356
5,8,0.0001,8.0,6.0,8.229826806123754
5,9,0.0001,8.0,6.0,7.962571135408624
5,10,0.0001,8.0,6.0,7.721554642754427
5,11,0.0001,8.0,6.0,7.502998382884373
5,12,0.0001,8.0,6.0,7.313361600537076
5,13,0.0001,8.0,6.0,7.1523718782189585
5,14,0.0001,8.0,6.0,7.02141690641392
5,15,0.0001,8.0,6.0,6.917831704022783
5,16,0.0001,8.0,6.0,6.838692525253183
5,17,0.0001,8.0,6.0,6.7793654486762485
5,18,0.0001,8.0,6.0,6.7355863190129845
5,19,0.0001,8.0,6.0,6.703083162348359
5,20,0.0001,8.0,6.0,6.67846372375222
5,21,0.0001,8.0,6.0,6.6589076472786095
5,22,0.0001,8.0,6.0,6.642398743065692
5,23,0.0001,8.0,6.0,6.6274331363806995
5,24,0.0001,8.0,6.0,6.613023639095716
