fold,run,eta,h1,h2,ce_te,acc_te
1,0,0.001,6.0,6.0,,0.6982758620689655
1,1,0.001,6.0,6.0,,0.6982758620689655
1,2,0.001,6.0,6.0,,0.6982758620689655
1,3,0.001,6.0,6.0,,0.6982758620689655
1,4,0.001,6.0,6.0,,0.6982758620689655
1,5,0.001,6.0,6.0,527.1362142219857,0.6982758620689655
1,6,0.001,6.0,6.0,516.1568754437192,0.6982758620689655
1,7,0.001,6.0,6.0,514.3776486917184,0.6982758620689655
1,8,0.001,6.0,6.0,514.3181041387911,0.6982758620689655
1,9,0.001,6.0,6.0,514.242806361189,0.6982758620689655
1,10,0.001,6.0,6.0,514.225948473208,0.6982758620689655
1,11,0.001,6.0,6.0,514.1956499641947,0.6982758620689655
1,12,0.001,6.0,6.0,514.1701391152704,0.6982758620689655
1,13,0.001,6.0,6.0,514.1429843563352,0.6982758620689655
1,14,0.001,6.0,6.0,514.1162097996655,0.6982758620689655
1,15,0.001,6.0,6.0,514.0891483553497,0.6982758620689655
1,16,0.001,6.0,6.0,514.0620100773685,0.6982758620689655
1,17,0.001,6.0,6.0,514.0347212702789,0.6982758620689655
1,18,0.001,6.0,6.0,514.0073002714134,0.6982758620689655
1,19,0.001,6.0,6.0,513.9797355950175,0.6982758620689655
1,20,0.001,6.0,6.0,513.9520254269835,0.6982758620689655
1,21,0.001,6.0,6.0,513.9241648186925,0.6982758620689655
1,22,0.001,6.0,6.0,513.8961498370168,0.6982758620689655
1,23,0.001,6.0,6.0,513.8679762169972,0.6982758620689655
1,24,0.001,6.0,6.0,513.8396397969209,0.6982758620689655
1,25,0.001,6.0,6.0,513.8111363755013,0.6982758620689655
1,26,0.001,6.0,6.0,513.7824617564581,0.6982758620689655
1,27,0.001,6.0,6.0,513.7536117323498,0.6982758620689655
1,28,0.001,6.0,6.0,513.7245820881215,0.6982758620689655
1,29,0.001,6.0,6.0,513.6953685982755,0.6982758620689655
1,30,0.001,6.0,6.0,513.6659670261265,0.6982758620689655
1,31,0.001,6.0,6.0,513.6363731223927,0.6982758620689655
1,32,0.001,6.0,6.0,513.6065826240176,0.6982758620689655
1,33,0.001,6.0,6.0,513.5765912529288,0.6982758620689655
1,34,0.001,6.0,6.0,513.5463947148284,0.6982758620689655
1,35,0.001,6.0,6.0,513.5159886979847,0.6982758620689655
1,36,0.001,6.0,6.0,513.485368872033,0.6982758620689655
1,37,0.001,6.0,6.0,513.4545308867823,0.6982758620689655
1,38,0.001,6.0,6.0,513.4234703710292,0.6982758620689655
1,39,0.001,6.0,6.0,513.3921829313756,0.6982758620689655
1,40,0.001,6.0,6.0,513.3606641510535,0.6982758620689655
1,41,0.001,6.0,6.0,513.3289095887523,0.6982758620689655
1,42,0.001,6.0,6.0,513.2969147774509,0.6982758620689655
1,43,0.001,6.0,6.0,513.264675223253,0.6982758620689655
1,44,0.001,6.0,6.0,513.2321864042243,0.6982758620689655
1,45,0.001,6.0,6.0,513.199443769233,0.6982758620689655
1,46,0.001,6.0,6.0,513.1664427367907,0.6982758620689655
1,47,0.001,6.0,6.0,513.1331786938956,0.6982758620689655
1,48,0.001,6.0,6.0,513.0996469948755,0.6982758620689655
1,49,0.001,6.0,6.0,513.0658429602304,0.6982758620689655
1,50,0.001,6.0,6.0,513.0317618754758,0.6982758620689655
1,51,0.001,6.0,6.0,512.9973989899847,0.6982758620689655
1,52,0.001,6.0,6.0,512.9627495158273,0.6982758620689655
1,53,0.001,6.0,6.0,512.927808626609,0.6982758620689655
1,54,0.001,6.0,6.0,512.8925714563075,0.6982758620689655
1,55,0.001,6.0,6.0,512.8570330981038,0.6982758620689655
1,56,0.001,6.0,6.0,512.8211886032138,0.6982758620689655
1,57,0.001,6.0,6.0,512.785032979712,0.6982758620689655
1,58,0.001,6.0,6.0,512.7485611913532,0.6982758620689655
1,59,0.001,6.0,6.0,512.7117681563893,0.6982758620689655
1,60,0.001,6.0,6.0,512.6746487463793,0.6982758620689655
1,61,0.001,6.0,6.0,512.6371977849948,0.6982758620689655
1,62,0.001,6.0,6.0,512.5994100468187,0.6982758620689655
1,63,0.001,6.0,6.0,512.561280256137,0.6982758620689655
1,64,0.001,6.0,6.0,512.5228030857241,0.6982758620689655
1,65,0.001,6.0,6.0,512.4839731556192,0.6982758620689655
1,66,0.001,6.0,6.0,512.4447850318952,0.6982758620689655
1,67,0.001,6.0,6.0,512.4052332254198,0.6982758620689655
1,68,0.001,6.0,6.0,512.3653121906052,0.6982758620689655
1,69,0.001,6.0,6.0,512.3250163241515,0.6982758620689655
1,70,0.001,6.0,6.0,512.2843399637763,0.6982758620689655
1,71,0.001,6.0,6.0,512.2432773869373,0.6982758620689655
1,72,0.001,6.0,6.0,512.2018228095415,0.6982758620689655
1,73,0.001,6.0,6.0,512.1599703846439,0.6982758620689655
1,74,0.001,6.0,6.0,512.1177142011345,0.6982758620689655
1,75,0.001,6.0,6.0,512.0750482824128,0.6982758620689655
1,76,0.001,6.0,6.0,512.0319665850485,0.6982758620689655
1,77,0.001,6.0,6.0,511.98846299743013,0.6982758620689655
1,78,0.001,6.0,6.0,511.94453133839943,0.6982758620689655
1,79,0.001,6.0,6.0,511.900165355871,0.6982758620689655
1,80,0.001,6.0,6.0,511.8553587254379,0.6982758620689655
1,81,0.001,6.0,6.0,511.8101050489614,0.6982758620689655
1,82,0.001,6.0,6.0,511.76439785314494,0.6982758620689655
1,83,0.001,6.0,6.0,511.7182305880927,0.6982758620689655
1,84,0.001,6.0,6.0,511.67159662585027,0.6982758620689655
1,85,0.001,6.0,6.0,511.62448925892863,0.6982758620689655
1,86,0.001,6.0,6.0,511.5769016988109,0.6982758620689655
1,87,0.001,6.0,6.0,511.52882707443933,0.6982758620689655
1,88,0.001,6.0,6.0,511.48025843068564,0.6982758620689655
1,89,0.001,6.0,6.0,511.4311887267998,0.6982758620689655
1,90,0.001,6.0,6.0,511.381610834841,0.6982758620689655
1,91,0.001,6.0,6.0,511.3315175380869,0.6982758620689655
1,92,0.001,6.0,6.0,511.28090152942275,0.6982758620689655
1,93,0.001,6.0,6.0,511.22975540970896,0.6982758620689655
1,94,0.001,6.0,6.0,511.1780716861265,0.6982758620689655
1,95,0.001,6.0,6.0,511.12584277050024,0.6982758620689655
1,96,0.001,6.0,6.0,511.07306097759886,0.6982758620689655
1,97,0.001,6.0,6.0,511.0197185234117,0.6982758620689655
1,98,0.001,6.0,6.0,510.96580752340054,0.6982758620689655
1,99,0.001,6.0,6.0,510.9113199907281,0.6982758620689655
1,100,0.001,6.0,6.0,510.8562478344596,0.6982758620689655
1,101,0.001,6.0,6.0,510.80058285774,0.6982758620689655
1,102,0.001,6.0,6.0,510.7443167559437,0.6982758620689655
1,103,0.001,6.0,6.0,510.6874411147978,0.6982758620689655
1,104,0.001,6.0,6.0,510.6299474084776,0.6982758620689655
1,105,0.001,6.0,6.0,510.57182699767355,0.6982758620689655
1,106,0.001,6.0,6.0,510.51307112763,0.6982758620689655
1,107,0.001,6.0,6.0,510.4536709261539,0.6982758620689655
1,108,0.001,6.0,6.0,510.39361740159376,0.6982758620689655
1,109,0.001,6.0,6.0,510.33290144078785,0.6982758620689655
1,110,0.001,6.0,6.0,510.27151380698086,0.6982758620689655
1,111,0.001,6.0,6.0,510.2094451377088,0.6982758620689655
