fold,run,eta,h1,h2,ce_te,acc_te
1,0,0.0001,4.0,2.0,459.6030715011094,0.6524822695035462
1,1,0.0001,4.0,2.0,379.58739662253316,0.6524822695035462
1,2,0.0001,4.0,2.0,334.2134568103362,0.6524822695035462
1,3,0.0001,4.0,2.0,303.72843033463244,0.6524822695035462
1,4,0.0001,4.0,2.0,281.5202518954953,0.6524822695035462
1,5,0.0001,4.0,2.0,264.55444948616616,0.6524822695035462
1,6,0.0001,4.0,2.0,251.18441404761353,0.6524822695035462
1,7,0.0001,4.0,2.0,240.41663077808028,0.6524822695035462
1,8,0.0001,4.0,2.0,231.60577417299874,0.6524822695035462
1,9,0.0001,4.0,2.0,224.30927700351702,0.6524822695035462
1,10,0.0001,4.0,2.0,218.21070596014,0.6524822695035462
1,11,0.0001,4.0,2.0,213.07624085877706,0.6524822695035462
1,12,0.0001,4.0,2.0,208.72845555512075,0.6524822695035462
1,13,0.0001,4.0,2.0,205.02975230228378,0.6524822695035462
1,14,0.0001,4.0,2.0,201.87147533292273,0.6524822695035462
1,15,0.0001,4.0,2.0,199.16651555031012,0.6524822695035462
1,16,0.0001,4.0,2.0,196.84414218906855,0.6524822695035462
1,17,0.0001,4.0,2.0,194.84630076919711,0.6524822695035462
1,18,0.0001,4.0,2.0,193.12490336427356,0.6524822695035462
1,19,0.0001,4.0,2.0,191.6398067769161,0.6524822695035462
1,20,0.0001,4.0,2.0,190.35727787546398,0.6524822695035462
1,21,0.0001,4.0,2.0,189.2488105763801,0.6524822695035462
1,22,0.0001,4.0,2.0,188.29020106910974,0.6524822695035462
1,23,0.0001,4.0,2.0,187.4608156941213,0.6524822695035462
1,24,0.0001,4.0,2.0,186.74300463375042,0.6524822695035462
1,25,0.0001,4.0,2.0,186.12162744769,0.6524822695035462
1,26,0.0001,4.0,2.0,185.58366547015515,0.6524822695035462
1,27,0.0001,4.0,2.0,185.11790245273434,0.6524822695035462
1,28,0.0001,4.0,2.0,184.71465941098714,0.6524822695035462
