space,y_row_pos,x_col_pos,y_row_vel,x_col_vel,r,fin,prev_val,t,val,best_x_col_a,best_y_row_a
F,1,2,4,-4,0,True,0.0,15,0.0,-1,-1
F,1,2,4,-3,0,True,0.0,15,0.0,-1,-1
F,1,2,4,-2,0,True,0.0,15,0.0,-1,-1
F,1,2,4,-1,0,True,0.0,15,0.0,-1,-1
F,1,2,4,0,0,True,0.0,15,0.0,-1,-1
F,1,2,4,1,0,True,0.0,15,0.0,-1,-1
F,1,2,4,2,0,True,0.0,15,0.0,-1,-1
F,1,2,4,3,0,True,0.0,15,0.0,-1,-1
F,1,2,4,4,0,True,0.0,15,0.0,-1,-1
F,1,2,4,5,0,True,0.0,15,0.0,-1,-1
F,1,2,5,-5,0,True,0.0,15,0.0,-1,-1
F,1,2,5,-4,0,True,0.0,15,0.0,-1,-1
F,1,2,5,-3,0,True,0.0,15,0.0,-1,-1
F,1,2,5,-2,0,True,0.0,15,0.0,-1,-1
F,1,2,5,-1,0,True,0.0,15,0.0,-1,-1
F,1,2,5,0,0,True,0.0,15,0.0,-1,-1
F,1,2,5,1,0,True,0.0,15,0.0,-1,-1
F,1,2,5,2,0,True,0.0,15,0.0,-1,-1
F,1,2,5,3,0,True,0.0,15,0.0,-1,-1
F,1,2,5,4,0,True,0.0,15,0.0,-1,-1
F,1,2,5,5,0,True,0.0,15,0.0,-1,-1
.,2,1,-5,-5,-1,False,-2.5587110564899405,15,-2.1000453175376386,-1,1
.,2,1,-5,-4,-1,False,-2.5587110564899405,15,-2.1000453175376386,-1,1
.,2,1,-5,-3,-1,False,-1.3439657595726546,15,-1.2302839950840947,1,-1
.,2,1,-5,-2,-1,False,-1.0,15,-1.0,0,-1
.,2,1,-5,-1,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-5,0,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-5,1,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-5,2,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-5,3,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-5,4,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-5,5,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-4,-5,-1,False,-2.4160036734820665,15,-2.068056243960143,1,1
.,2,1,-4,-4,-1,False,-2.4160036734820665,15,-2.068056243960143,0,1
.,2,1,-4,-3,-1,False,-1.3036863242293215,15,-1.2174403306133859,1,-1
.,2,1,-4,-2,-1,False,-1.3036863242293215,15,-1.2174403306133859,0,-1
.,2,1,-4,-1,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-4,0,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-4,1,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-4,2,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-4,3,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-4,4,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-4,5,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-3,-5,-1,False,-2.4160036734820665,15,-2.068056243960143,1,0
.,2,1,-3,-4,-1,False,-2.3635500505632683,15,-2.041260982524168,1,1
.,2,1,-3,-3,-1,False,-2.3635500505632683,15,-2.041260982524168,0,1
.,2,1,-3,-2,-1,False,-1.2883618751091008,15,-1.212719504550694,1,-1
.,2,1,-3,-1,-1,False,-1.0,15,-1.0,0,-1
.,2,1,-3,0,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-3,1,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-3,2,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-3,3,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-3,4,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-3,5,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-2,-5,-1,False,-2.4160036734820665,15,-2.068056243960143,1,-1
.,2,1,-2,-4,-1,False,-2.3826882190342147,15,-2.0440925536276247,1,0
.,2,1,-2,-3,-1,False,-2.3568383915626026,15,-2.0357587552343483,0,0
.,2,1,-2,-2,-1,False,-1.2883618751091008,15,-1.212719504550694,1,-1
.,2,1,-2,-1,-1,False,-1.3036850825196433,15,-1.2174402188595148,0,-1
.,2,1,-2,0,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-2,1,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-2,2,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-2,3,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-2,4,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-2,5,-1,False,-1.8526277476117659,15,-1.4133614020668253,-1,-1
.,2,1,-1,-5,-1,False,-2.5261887411145665,15,-2.090463571781028,1,-1
.,2,1,-1,-4,-1,False,-2.3896873498369673,15,-2.049016772158653,1,-1
.,2,1,-1,-3,-1,False,-2.3826882190342147,15,-2.0440925536276247,0,-1
.,2,1,-1,-2,-1,False,-2.372861165014899,15,-2.0414380255619125,-1,-1
.,2,1,-1,-1,-1,False,-1.3032670200771903,15,-1.2174148062514099,1,-1
.,2,1,-1,0,-1,False,-1.0,15,-1.0,0,-1
.,2,1,-1,1,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-1,2,-1,False,-1.0,15,-1.0,-1,-1
.,2,1,-1,3,-1,False,-1.5580767182568236,15,-1.3081213873094069,-1,-1
.,2,1,-1,4,-1,False,-1.685069179949351,15,-1.3525638447678978,-1,-1
.,2,1,-1,5,-1,False,-1.8526277476117659,15,-1.4133614020668253,-1,-1
.,2,1,0,-5,-1,False,-2.5762281596659173,15,-2.119457980905036,1,-1
.,2,1,0,-4,-1,False,-2.54219665403296,15,-2.0964623173302566,1,-1
.,2,1,0,-3,-1,False,-2.5167264540223417,15,-2.096097558657913,1,-1
.,2,1,0,-2,-1,False,-2.5102718762313416,15,-2.102582503844168,0,-1
.,2,1,0,-1,-1,False,-1.3016940734220497,15,-1.2192598707889553,1,-1
.,2,1,0,0,-1,False,-1.2195309357446213,15,-1.2195155684340317,0,-1
.,2,1,0,1,-1,False,-1.3261849058020057,15,-1.2524878722549486,-1,-1
.,2,1,0,2,-1,False,-1.4663735629619246,15,-1.2746471640205739,-1,-1
.,2,1,0,3,-1,False,-1.5580767182568236,15,-1.3081213873094069,-1,-1
.,2,1,0,4,-1,False,-3.917376052976645,15,-2.585049394005526,-1,-1
.,2,1,0,5,-1,False,-4.59290446740917,15,-2.8236167811384174,-1,-1
.,2,1,1,-5,-1,False,-2.830404184453319,15,-2.1949894485513926,1,-1
.,2,1,1,-4,-1,False,-2.826983004124484,15,-2.1942304672748527,0,-1
.,2,1,1,-3,-1,False,-2.885746235554541,15,-2.227799175157304,-1,-1
.,2,1,1,-2,-1,False,-2.866791792051748,15,-2.2750531885895575,-1,-1
.,2,1,1,-1,-1,False,-2.3589721627798252,15,-2.179923490900646,1,-1
.,2,1,1,0,-1,False,-2.469244593290454,15,-2.2437393421309446,-1,-1
.,2,1,1,1,-1,False,-2.6337129703340176,15,-2.38732909868626,1,-1
.,2,1,1,2,-1,False,-2.805159923286284,15,-2.299570039842741,-1,-1
.,2,1,1,3,-1,False,-3.4235709701045223,15,-2.406710043391703,-1,-1
.,2,1,1,4,-1,False,-3.917376052976645,15,-2.585049394005526,-1,-1
.,2,1,1,5,-1,False,-4.59290446740917,15,-2.8236167811384174,-1,-1
.,2,1,2,-5,-1,False,-3.147848200144904,15,-2.3085221064568713,1,-1
.,2,1,2,-4,-1,False,-3.147661648555273,15,-2.3085053168138043,0,-1
.,2,1,2,-3,-1,False,-3.13604758229079,15,-2.319023970718265,-1,-1
.,2,1,2,-2,-1,False,-3.2915383329970176,15,-2.460295900351923,-1,-1
.,2,1,2,-1,-1,False,-3.2915389993318227,15,-2.4850397484591777,-1,-1
.,2,1,2,0,-1,False,-3.3052431501171324,15,-2.4905637824482696,-1,-1
.,2,1,2,1,-1,False,-3.547053869709061,15,-2.47154421743824,1,-1
.,2,1,2,2,-1,False,-3.599095947349432,15,-2.4846498756937665,0,-1
.,2,1,2,3,-1,False,-3.598079118324266,15,-2.4823013239409697,-1,-1
.,2,1,2,4,-1,False,-3.917376052976645,15,-2.585049394005526,-1,-1
.,2,1,2,5,-1,False,-4.59290446740917,15,-2.8236167811384174,-1,-1
.,2,1,3,-5,-1,False,-3.5667600047496553,15,-2.4566298437441283,1,-1
.,2,1,3,-4,-1,False,-3.444311997029918,15,-2.445609523049352,0,-1
.,2,1,3,-3,-1,False,-3.444311997029918,15,-2.445609523049352,-1,-1
.,2,1,3,-2,-1,False,-3.4443129874090963,15,-2.4876842278013207,-1,-1
.,2,1,3,-1,-1,False,-3.444322467401411,15,-2.514799280721368,0,-1
.,2,1,3,0,-1,False,-3.444325854466126,15,-2.514799585557192,-1,-1
.,2,1,3,1,-1,False,-3.9533516927961916,15,-2.639887815455177,-1,1
.,2,1,3,2,-1,False,-3.993304489536781,15,-2.625116270145422,1,-1
.,2,1,3,3,-1,False,-4.074999592108533,15,-2.651603349112727,0,-1
.,2,1,3,4,-1,False,-4.120308836505277,15,-2.6661362778822113,-1,-1
.,2,1,3,5,-1,False,-4.59290446740917,15,-2.8236167811384174,-1,-1
.,2,1,4,-5,-1,False,-3.6744105403977096,15,-2.5706492675665644,1,-1
.,2,1,4,-4,-1,False,-3.6744105403977096,15,-2.5706492675665644,0,-1
.,2,1,4,-3,-1,False,-3.6744105403977096,15,-2.5706492675665644,-1,-1
.,2,1,4,-2,-1,False,-3.6744105403977096,15,-2.5706492675665644,-1,-1
.,2,1,4,-1,-1,False,-3.6744392958787095,15,-2.5706522120963586,-1,-1
.,2,1,4,0,-1,False,-3.6745663469919294,15,-2.5706670594937817,-1,-1
.,2,1,4,1,-1,False,-3.9937483401420484,15,-2.653555807247299,-1,0
.,2,1,4,2,-1,False,-4.076027633717431,15,-2.6751473833108776,-1,0
.,2,1,4,3,-1,False,-4.4663938624784825,15,-2.7847892600838593,-1,0
.,2,1,4,4,-1,False,-4.8268339072982815,15,-2.9177083600680964,-1,0
.,2,1,4,5,-1,False,-5.330364435300972,15,-3.090730597509896,0,-1
.,2,1,5,-5,-1,False,-4.134989605839513,15,-2.694936859068732,-1,-1
.,2,1,5,-4,-1,False,-4.134989605839513,15,-2.694936859068732,-1,-1
.,2,1,5,-3,-1,False,-4.134989605839513,15,-2.694936859068732,-1,-1
.,2,1,5,-2,-1,False,-4.134989605839513,15,-2.694936859068732,-1,-1
.,2,1,5,-1,-1,False,-4.134989605839513,15,-2.694936859068732,-1,-1
.,2,1,5,0,-1,False,-4.135351069436044,15,-2.6949797427655793,-1,-1
.,2,1,5,1,-1,False,-4.136351592949276,15,-2.6951155282825296,-1,-1
.,2,1,5,2,-1,False,-4.136428506925466,15,-2.695126254944109,-1,-1
.,2,1,5,3,-1,False,-4.584710322845426,15,-2.82182270501633,-1,-1
.,2,1,5,4,-1,False,-4.886805836660976,15,-2.94217446179396,-1,-1
.,2,1,5,5,-1,False,-5.4908088477142485,15,-3.15555849058878,-1,-1
.,2,2,-5,-5,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-5,-4,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-5,-3,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-5,-2,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-5,-1,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-5,0,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-5,1,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-5,2,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-5,3,-1,False,-1.5674562761581143,15,-1.3103504710669525,-1,-1
.,2,2,-5,4,-1,False,-3.917376052976645,15,-2.585049394005526,-1,1
.,2,2,-5,5,-1,False,-4.59290446740917,15,-2.8236167811384174,-1,-1
.,2,2,-4,-5,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-4,-4,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-4,-3,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-4,-2,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-4,-1,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-4,0,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-4,1,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-4,2,-1,False,-1.4702205728131168,15,-1.2752850172391448,-1,-1
.,2,2,-4,3,-1,False,-1.5580767182568236,15,-1.3081213873094069,-1,-1
.,2,2,-4,4,-1,False,-3.917376052976645,15,-2.585049394005526,-1,0
.,2,2,-4,5,-1,False,-4.59290446740917,15,-2.8236167811384174,-1,-1
.,2,2,-3,-5,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-3,-4,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-3,-3,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-3,-2,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-3,-1,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-3,0,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-3,1,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-3,2,-1,False,-1.4663735629619246,15,-1.2746471640205739,-1,-1
.,2,2,-3,3,-1,False,-3.4235709701045223,15,-2.406710043391703,-1,0
.,2,2,-3,4,-1,False,-3.917376052976645,15,-2.585049394005526,-1,-1
.,2,2,-3,5,-1,False,-4.59290446740917,15,-2.8236167811384174,-1,-1
.,2,2,-2,-5,-1,False,-1.3036863242293215,15,-1.2174403306133859,-1,-1
.,2,2,-2,-4,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-2,-3,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-2,-2,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-2,-1,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-2,0,-1,False,-1.0,15,-1.0,-1,-1
.,2,2,-2,1,-1,False,-1.3960194950502596,15,-1.2489445367198504,-1,-1
